Minutes jouées,Fatigue (%),Heures d’entraînement,Âge,Historique de blessures musculaires,Intensité des matchs (RPE),Position,Type de terrain,Température (°C),Humidité (%),Blessure musculaire
2402,92.21,12.0,23,0,4.4,Défenseur,Naturel,26.474440426007288,80.33663573238859,0
3000,80.57,10.7,28,0,8.4,Défenseur,Naturel,22.611109973052876,38.9755373463463,1
2213,90.74,9.8,23,0,4.9,Attaquant,Synthétique,31.45498176468025,73.43469868871695,1
2015,99.61,10.8,20,0,7.0,Milieu,Synthétique,28.666926206614487,50.92043921840195,1
1690,81.83,7.4,22,0,9.0,Défenseur,Naturel,21.735324948251865,69.20837890589445,1
2220,98.08,10.0,24,0,6.9,Gardien,Naturel,30.504571964455575,54.97510252772214,1
3000,100.0,7.6,33,1,8.0,Gardien,Synthétique,10.190937057937324,79.68938498478836,1
2489,89.62,10.3,30,0,5.4,Défenseur,Mauvais,13.244575738410617,33.80198741902563,1
1806,84.81,10.8,31,0,7.7,Attaquant,Synthétique,10.929915576017857,45.436262293683185,1
1907,100.0,9.8,27,0,8.4,Défenseur,Naturel,17.33113647871973,31.07850380844405,1
2702,91.54,8.3,24,0,7.9,Milieu,Mauvais,17.499712168540423,50.66899026857366,1
2244,100.0,11.9,35,0,7.4,Défenseur,Naturel,30.124389340437247,34.09254887632677,1
2703,81.04,12.5,28,0,7.4,Défenseur,Naturel,10.02799905429548,55.442144838879074,0
1547,100.0,10.3,28,1,6.7,Milieu,Naturel,29.3953585179109,69.27577665544523,1
1145,82.74,10.3,28,1,7.7,Défenseur,Naturel,33.62406211265389,85.47031276697807,1
1088,89.9,9.2,20,0,7.5,Milieu,Synthétique,26.69280442047739,38.09109571740337,0
2109,88.0,12.5,27,0,9.5,Milieu,Naturel,17.22987611123417,52.7083106317555,0
1405,84.82,8.7,28,0,3.8,Milieu,Naturel,31.761765316942302,54.89761456742701,0
1878,89.2,11.4,25,0,5.3,Défenseur,Naturel,17.866796401411975,69.2405482240236,0
3000,96.04,10.2,26,0,7.6,Défenseur,Naturel,24.930772820911564,59.525093951215396,0
2529,100.0,10.2,34,0,9.2,Défenseur,Mauvais,10.711236516409967,48.130267379681,0
2712,100.0,9.3,24,1,7.7,Milieu,Synthétique,12.238287856041376,61.278942777041976,1
1619,97.92,8.3,30,0,5.7,Attaquant,Synthétique,27.85868058888393,52.86914725123705,1
2805,100.0,12.5,20,0,7.0,Défenseur,Naturel,21.36690724369533,55.48548886296251,1
1817,77.86,10.8,25,1,6.1,Défenseur,Naturel,26.284611405135948,63.12150371413046,1
2376,100.0,10.5,22,0,6.4,Défenseur,Synthétique,14.374167779587632,45.263056123194986,0
1920,87.71,12.4,31,0,8.4,Défenseur,Naturel,11.148620262244105,86.68402499278506,0
1471,74.56,8.6,25,1,8.2,Milieu,Naturel,32.86261653431505,44.460804780088225,1
2438,87.68,11.0,30,0,4.2,Défenseur,Naturel,25.770527485024004,39.234586073151604,1
2433,100.0,11.0,21,1,5.4,Défenseur,Synthétique,16.61043998199216,49.12668794129946,1
1733,93.27,9.1,30,0,7.2,Milieu,Naturel,33.09828153918963,50.123458073642674,1
2805,100.0,10.8,19,0,5.7,Milieu,Synthétique,10.960324347785827,42.529462604905994,1
789,76.32,7.8,34,0,7.4,Milieu,Naturel,32.046172714982234,71.38892162590614,1
1572,89.65,6.3,28,0,8.5,Milieu,Naturel,25.41464818046833,53.35053667998251,1
3000,87.17,9.7,18,1,7.6,Attaquant,Synthétique,30.833469417331504,37.725483293174655,1
2656,100.0,11.0,21,1,8.9,Milieu,Naturel,29.762090356802975,42.22166885440241,1
1834,99.39,8.9,24,0,6.2,Attaquant,Synthétique,28.927088127039255,59.27010481778207,0
2785,100.0,12.3,28,0,8.1,Défenseur,Mauvais,11.961094799705162,46.413842121824814,1
1409,96.88,8.2,27,0,7.0,Attaquant,Naturel,20.872946211900512,43.91282150538697,1
1561,89.52,9.4,24,1,6.9,Défenseur,Synthétique,32.16283997677053,59.32566368470275,1
2145,88.3,11.4,24,0,8.0,Défenseur,Naturel,15.431039523074105,80.46550214131537,1
2782,89.04,10.0,18,0,5.4,Milieu,Naturel,18.955953964315405,80.60175604742818,1
1980,87.46,7.3,23,0,6.4,Défenseur,Naturel,22.585511934729936,42.16719706056683,1
2654,86.13,9.3,19,0,6.4,Milieu,Naturel,18.097142153464247,31.087724436665297,1
2894,99.36,11.0,21,0,7.1,Défenseur,Naturel,34.70612446170418,62.190027445893875,1
2560,90.29,10.4,23,1,8.7,Attaquant,Naturel,18.628209680491523,83.00897592417314,1
1567,83.93,13.4,18,0,7.4,Défenseur,Naturel,17.364741352595143,70.93604415289101,1
2396,89.64,10.3,20,0,10.0,Attaquant,Mauvais,22.235269466342324,50.392332466349814,0
2137,99.4,9.8,24,0,6.6,Milieu,Naturel,14.819267376928678,67.79380850537761,0
2177,80.22,9.8,27,1,6.3,Défenseur,Naturel,23.488027361832177,77.92334823033262,1
1361,88.95,7.7,27,1,7.7,Milieu,Naturel,20.585864562198715,47.45437233586654,1
1659,99.63,6.8,27,1,10.0,Milieu,Naturel,21.6083495080942,45.937672612451685,1
2423,88.82,11.0,30,1,8.2,Attaquant,Synthétique,24.398433387113485,80.02574880800665,1
2656,100.0,9.7,26,0,5.4,Attaquant,Naturel,32.07128686910439,89.92721647637407,0
2243,100.0,7.7,20,0,8.6,Attaquant,Naturel,34.50981350312374,41.05138679897172,1
1948,100.0,11.6,30,0,9.3,Attaquant,Naturel,21.60145759516116,44.40630101175906,1
1220,84.92,12.0,20,1,7.0,Défenseur,Naturel,32.43907300083844,77.4549651647163,1
1874,90.46,9.5,28,0,7.2,Milieu,Naturel,34.97685463571416,74.01938302080919,1
2316,84.86,9.3,18,0,6.4,Attaquant,Naturel,30.72915308116503,36.7345310884087,0
2134,88.13,9.2,23,0,6.7,Attaquant,Naturel,21.324446586474277,81.01171444578634,1
2371,100.0,11.0,24,1,7.8,Attaquant,Naturel,15.775405639145484,32.594219382000716,1
1595,88.18,10.9,25,0,5.4,Milieu,Naturel,14.505031563662934,51.363470385031235,1
1950,76.1,10.9,26,1,8.8,Milieu,Synthétique,16.147700194301812,47.22342602143979,1
2326,77.36,9.0,21,0,7.4,Milieu,Naturel,14.621504696232162,84.36982189731799,1
1521,72.62,9.7,24,0,6.0,Défenseur,Mauvais,20.863746741808402,36.84550445959635,1
2510,80.33,11.9,25,0,7.5,Milieu,Naturel,15.77856765944152,67.30140135852633,1
1276,100.0,8.8,18,0,8.1,Gardien,Naturel,23.369706207255533,45.43997730960364,1
2297,91.56,9.3,30,1,8.7,Attaquant,Naturel,27.07227139291904,78.35852090027646,1
1847,81.03,10.2,24,1,4.8,Milieu,Naturel,13.561417758513954,63.85800779904044,1
2626,74.73,9.1,22,0,6.0,Milieu,Naturel,31.02300191439966,36.54444778038471,0
2540,99.18,11.7,31,1,7.1,Milieu,Synthétique,29.655235410622563,82.52431355573691,1
2328,100.0,13.0,21,1,8.8,Milieu,Naturel,14.06225391371244,41.84964721200672,1
2105,91.03,8.3,28,0,7.6,Défenseur,Synthétique,14.419643738312176,66.58705737480474,1
1607,77.39,8.7,20,0,6.8,Attaquant,Naturel,22.7315312918523,87.99206466369273,0
2371,84.88,8.1,20,1,6.0,Attaquant,Naturel,11.204207247544014,67.92060085901026,0
1711,100.0,6.8,29,1,7.6,Défenseur,Synthétique,19.1694491036481,51.7388264464774,1
1358,75.69,10.1,21,1,5.3,Attaquant,Naturel,29.148815079137087,44.0204009113026,1
1860,91.14,8.9,26,0,7.7,Milieu,Mauvais,17.106427886742473,77.99990433983902,1
2008,84.0,11.6,23,1,8.6,Milieu,Synthétique,11.54524553818546,78.3240573165701,1
2236,100.0,11.2,28,0,8.6,Milieu,Synthétique,33.27702982941223,88.14181675034911,1
1419,66.46,12.0,20,1,6.6,Milieu,Naturel,29.308126536146574,66.69905774914702,1
2685,83.51,10.6,24,0,7.3,Attaquant,Naturel,31.314357901589783,51.567098943630505,0
2727,100.0,9.1,26,0,9.1,Défenseur,Naturel,16.3886903533746,38.05008849066035,0
1901,91.97,9.8,24,0,7.1,Milieu,Synthétique,14.0156272442747,87.7149376089259,1
1667,70.87,10.5,22,0,9.6,Milieu,Synthétique,13.54518210596508,67.12917084334589,1
1506,87.92,8.0,19,0,6.8,Attaquant,Synthétique,18.48571819063531,69.53217257067875,1
1756,79.32,8.1,20,0,7.0,Milieu,Synthétique,19.49023782025027,79.83098844831763,1
1625,87.42,7.7,22,0,6.8,Défenseur,Synthétique,24.879006306063264,48.83002802864573,1
2228,100.0,10.9,22,0,6.0,Milieu,Naturel,13.893423753480194,57.249738468510365,0
2422,90.35,9.6,18,1,9.5,Attaquant,Naturel,21.818591784848262,69.98927186070458,1
2167,90.63,10.3,19,0,6.5,Milieu,Naturel,24.396753503598404,77.48641771124483,1
2146,75.43,8.3,24,1,6.1,Milieu,Naturel,34.183365366021306,89.79243121553205,1
1256,85.8,11.9,22,0,5.8,Milieu,Naturel,16.586935805908727,54.442350544853326,0
1558,88.46,7.9,28,0,8.1,Gardien,Synthétique,22.930210941536487,65.93743718728442,1
2609,84.74,12.1,33,0,7.6,Milieu,Synthétique,16.46202412412076,42.698566106599856,1
2802,65.48,13.4,31,0,7.3,Défenseur,Naturel,28.067085792115005,51.50407279222061,1
2691,92.36,10.6,35,1,7.7,Milieu,Mauvais,26.118069905948225,69.18589306281254,1
1264,88.38,8.5,32,0,6.6,Milieu,Synthétique,12.812163441710336,87.28787538010647,1
1406,75.16,13.6,18,0,5.4,Défenseur,Synthétique,24.567585819458873,70.89159333497092,1
2488,100.0,10.4,29,0,9.1,Défenseur,Naturel,18.30426682382389,63.4330099400893,0
1704,77.6,7.2,29,1,5.3,Milieu,Naturel,26.467104664413977,54.46712126467534,1
2720,100.0,11.1,20,0,7.7,Milieu,Naturel,33.70949172587521,86.3065769267464,0
2326,74.79,9.5,23,1,8.5,Défenseur,Naturel,28.717837430133915,48.50981477331091,0
1860,87.18,5.5,25,0,6.5,Milieu,Naturel,10.483857075823337,57.5550668615633,0
2445,91.31,11.6,18,0,8.2,Attaquant,Naturel,19.828073119824744,84.0767082974486,1
1671,96.09,7.4,18,0,5.1,Milieu,Mauvais,26.652604012165764,33.701097704867344,1
2813,77.95,8.0,33,0,7.9,Milieu,Naturel,30.749096066741995,64.32177071727932,1
1193,88.36,6.8,25,0,8.8,Gardien,Synthétique,31.441579931849805,77.38620483281343,1
2519,100.0,8.2,24,1,8.0,Gardien,Synthétique,10.931767105563356,34.23578439511166,1
1042,75.53,9.8,26,0,8.7,Défenseur,Synthétique,11.312288210075494,65.73835524183147,0
1266,85.41,9.9,22,0,7.7,Milieu,Naturel,21.58822468436233,63.347743303439664,1
1237,91.48,9.7,18,0,6.7,Défenseur,Synthétique,33.025125643159555,65.77089343480014,1
1469,85.42,8.7,25,0,7.4,Milieu,Synthétique,26.9957448622777,70.76008172352108,1
1339,83.02,10.4,27,0,6.2,Défenseur,Naturel,10.420991536560198,78.85205423479218,0
2608,100.0,10.0,20,0,4.8,Défenseur,Mauvais,32.45550317504878,72.52938262884152,1
1768,82.79,12.8,25,0,9.8,Attaquant,Synthétique,29.975643663665206,38.32357397491167,1
2571,77.58,8.9,26,0,7.8,Défenseur,Naturel,30.39198931031771,51.665409778504085,1
1950,92.32,11.0,27,0,3.8,Attaquant,Mauvais,15.599974648455689,43.423142423623624,1
2270,89.05,9.6,18,0,7.3,Milieu,Naturel,21.32029543337379,85.80337525951197,0
1435,85.74,14.2,20,0,6.3,Gardien,Naturel,21.21572379711781,52.39909266039167,1
2751,94.47,11.3,25,0,6.4,Défenseur,Naturel,23.96935757674394,88.94165246248394,0
2596,77.59,12.2,28,1,5.5,Défenseur,Naturel,11.921790925943936,80.24509972645986,1
1792,100.0,8.2,30,0,7.1,Milieu,Synthétique,32.205187826922135,51.117485176997704,1
2465,87.13,7.0,19,1,4.7,Attaquant,Naturel,12.37669807257515,60.39536177024161,1
2806,100.0,11.0,20,0,5.5,Milieu,Mauvais,25.013028838907417,87.78472043599228,1
1923,93.88,11.9,29,0,7.9,Gardien,Naturel,22.367411572245214,42.21333411564183,0
1317,98.2,9.1,21,0,6.6,Attaquant,Naturel,18.85753924599259,44.376214574900764,0
2985,93.26,5.9,24,0,7.6,Gardien,Naturel,22.918879063580338,42.89150486463139,1
2482,83.7,6.6,35,0,6.5,Milieu,Synthétique,19.58928867563528,86.75679230811514,0
1365,69.36,15.5,25,1,3.5,Milieu,Naturel,33.46647144758373,89.25956928709903,1
1459,76.41,13.0,22,1,4.9,Défenseur,Naturel,24.795226295611528,79.54783858928155,1
2939,97.73,8.4,24,1,8.4,Défenseur,Naturel,28.61534156018938,42.330231016126845,1
1993,100.0,9.3,32,0,6.8,Gardien,Naturel,21.570696776358233,79.20633620680418,0
1255,88.52,9.8,18,1,5.8,Attaquant,Mauvais,22.90163828410018,55.94372544061008,1
1677,98.14,7.8,28,1,7.0,Milieu,Naturel,21.739274070365134,47.50354733895362,1
2583,100.0,11.7,19,1,8.6,Milieu,Synthétique,30.072780553812393,31.852293860951363,1
1474,75.39,7.7,23,1,6.0,Défenseur,Naturel,19.9166271192607,83.71728777315465,0
2076,87.4,11.2,26,1,7.7,Attaquant,Synthétique,15.310202163393097,70.50035932690857,1
2234,100.0,8.3,26,1,6.4,Milieu,Naturel,20.420923554954012,64.99751267128521,1
1853,94.33,10.2,20,1,4.3,Milieu,Synthétique,29.42425120474926,82.29611453237536,1
2697,96.54,13.3,31,0,4.5,Gardien,Synthétique,24.430972568520723,82.77000366190293,1
1636,63.92,11.4,26,0,6.7,Attaquant,Naturel,11.864722175832883,42.75449796996945,0
2501,63.72,11.3,24,0,7.6,Attaquant,Synthétique,30.172177499771713,86.21235717505554,1
1756,83.92,10.3,24,0,10.0,Milieu,Naturel,18.304693261127532,84.09893163771218,1
2621,82.58,7.0,23,1,3.8,Gardien,Naturel,16.537044443442568,75.25887900308302,1
1094,70.49,10.1,29,0,8.9,Milieu,Naturel,34.960003757963875,59.75655876842872,0
2034,77.95,8.5,27,0,5.7,Gardien,Naturel,22.27307929755778,34.45585476383122,1
1365,96.64,9.6,29,0,7.6,Milieu,Naturel,14.055992927204844,65.73406316185009,1
2610,91.8,10.6,23,0,8.4,Défenseur,Naturel,29.416745011944954,49.388622079086424,1
1880,97.46,10.1,29,0,6.8,Défenseur,Synthétique,30.189946568966228,50.956089994272446,0
2575,100.0,10.9,31,0,7.1,Milieu,Naturel,20.040441880581803,72.01906466260635,1
2822,99.18,8.8,32,1,7.7,Gardien,Naturel,20.473201520791292,76.18605554927413,1
1532,81.11,10.1,28,0,8.2,Milieu,Naturel,12.464282580324682,38.358369987979295,0
1597,62.12,7.5,29,0,8.5,Milieu,Naturel,14.80328578471881,75.25461809355679,1
1506,89.76,11.3,18,0,8.0,Milieu,Synthétique,27.91113555671172,58.23397872552431,0
2543,95.35,9.7,22,1,6.5,Attaquant,Naturel,34.92231683284061,67.05290725795385,1
1427,85.35,10.0,25,0,9.6,Défenseur,Naturel,18.561552670347513,34.8771444030121,0
2529,82.77,8.2,27,0,8.7,Attaquant,Naturel,14.807256845026124,48.630479720847106,1
2694,59.75,8.9,23,0,6.4,Défenseur,Naturel,24.889040051579528,62.574148291461974,0
1083,88.06,9.0,30,0,8.6,Milieu,Naturel,26.68830304738023,78.83230919457422,0
1288,93.69,12.8,29,0,6.6,Défenseur,Synthétique,22.637969021107594,73.22055169725611,1
1607,95.58,7.3,34,0,8.9,Gardien,Naturel,13.221434325803513,53.40723780070711,0
2497,94.82,11.1,30,0,7.7,Défenseur,Naturel,30.920543630672032,69.1372308694514,1
1775,95.88,5.7,20,0,5.2,Milieu,Synthétique,33.090274560279326,56.771083619828225,0
2381,100.0,9.0,24,0,6.7,Défenseur,Mauvais,10.01683671911856,72.37681822615274,1
2819,100.0,12.3,19,1,6.2,Milieu,Naturel,10.534151635020091,61.79784561161858,1
2674,87.72,10.5,23,0,5.3,Milieu,Naturel,16.313304465043224,84.43350057955787,1
2596,100.0,8.5,19,1,9.3,Milieu,Synthétique,28.36068086081054,35.763601629703636,1
2494,94.55,8.8,32,1,6.7,Défenseur,Naturel,25.443465335880866,79.18238351807886,1
1924,98.09,10.8,25,0,6.8,Défenseur,Naturel,29.56043142718057,61.43751589705745,1
1854,93.04,12.9,22,0,7.2,Milieu,Naturel,16.3134304860505,43.452818935825974,0
1604,83.58,12.1,24,1,7.6,Défenseur,Synthétique,12.664252954147086,65.93433213261555,1
2416,96.98,11.7,26,0,5.3,Attaquant,Synthétique,29.770142299256676,65.38487484785101,1
1624,86.17,6.5,26,0,6.0,Défenseur,Synthétique,17.518391701551856,65.25138944282818,0
2327,100.0,10.0,20,1,6.6,Attaquant,Synthétique,31.67990882974792,35.566844366201146,1
1705,87.82,8.3,27,0,8.8,Attaquant,Synthétique,18.197128858662477,77.73813166979231,1
1343,61.33,9.5,18,1,6.4,Gardien,Naturel,19.141010648905745,59.76067790402517,0
961,68.46,9.4,28,0,3.5,Attaquant,Naturel,20.57221672443069,39.8570615869341,0
2873,89.95,9.7,19,1,5.9,Milieu,Naturel,21.235833553844653,84.8914714721277,1
2293,93.85,10.7,26,0,5.5,Gardien,Naturel,29.499680389663443,70.96478881920521,1
1532,90.76,12.0,20,0,7.7,Attaquant,Naturel,22.905711041191218,42.48203433093312,1
2431,80.4,7.5,31,1,9.3,Défenseur,Naturel,30.51778813272876,89.53859426581722,1
2490,89.11,11.8,18,1,9.9,Milieu,Synthétique,16.39801680467068,56.92016680140043,1
2392,91.72,9.3,22,0,9.6,Attaquant,Synthétique,18.7047234589709,84.74589843256858,1
2691,96.68,10.4,32,0,7.1,Milieu,Naturel,15.750042767745883,85.42680996436357,0
2190,93.03,10.1,22,1,8.5,Défenseur,Naturel,26.794017589277168,61.27714882647733,1
2446,93.38,10.6,23,0,10.0,Milieu,Mauvais,13.683408827043458,63.43025211852455,1
1664,74.04,5.4,30,0,5.1,Milieu,Naturel,18.140891489896525,47.00714233589607,0
2514,81.41,12.3,24,0,7.6,Gardien,Synthétique,10.128407775033759,51.147957696863294,1
2420,92.48,7.1,30,1,7.6,Défenseur,Synthétique,18.35343713276128,46.716265267243415,1
1588,71.78,7.0,26,1,6.2,Gardien,Mauvais,29.162528311299774,72.01346529501859,1
2485,95.32,11.9,24,0,10.0,Gardien,Naturel,14.18637877247522,65.74794910382167,0
1597,88.46,13.1,27,0,6.5,Milieu,Mauvais,33.27254442593403,68.97686034937072,1
1670,94.73,11.4,27,1,6.0,Défenseur,Naturel,29.04717469178552,42.22387479255238,1
2150,92.5,13.1,18,1,7.6,Milieu,Naturel,27.78609565200372,70.07274415048593,1
1901,90.25,8.3,31,0,7.5,Défenseur,Synthétique,31.273817179479035,88.48678003914969,1
1289,76.7,8.8,22,0,6.0,Défenseur,Naturel,33.338832954853416,89.25021279744114,0
2458,79.36,13.0,26,0,7.3,Milieu,Synthétique,10.659654548100328,45.33764060804053,0
2327,98.16,10.2,28,1,8.1,Milieu,Naturel,19.593414186743946,87.22037194806558,1
2810,81.21,7.0,31,1,8.9,Gardien,Mauvais,24.957559033271288,36.17988254236435,1
1330,79.36,8.8,24,1,6.6,Milieu,Mauvais,22.375394744717838,82.43600780965964,1
1443,75.24,10.6,25,0,6.4,Défenseur,Naturel,27.59233292834363,70.9152466866609,1
1378,67.09,11.0,23,1,5.9,Attaquant,Naturel,25.906180372940188,30.084367082254026,1
1691,97.06,11.7,20,0,5.1,Défenseur,Naturel,22.50503633456509,65.34077313797889,1
2857,100.0,10.5,28,0,7.4,Défenseur,Naturel,19.267529394775387,46.922145059785336,1
2644,100.0,9.1,24,1,6.7,Milieu,Synthétique,32.90386603270589,50.20504205945756,1
2309,96.56,13.2,30,1,9.4,Attaquant,Naturel,15.373717901558347,57.24568258852063,1
1708,87.43,10.3,32,0,4.5,Attaquant,Naturel,29.363159568378595,78.2147102314951,1
1278,81.13,10.3,24,0,7.3,Milieu,Naturel,17.835829864569366,86.82873914654462,0
2598,100.0,6.5,18,0,7.0,Attaquant,Naturel,10.72427477598568,36.785799698124514,1
1405,99.4,9.7,26,1,6.6,Attaquant,Mauvais,31.34910905507554,71.94162542387951,1
2441,81.1,7.5,29,1,6.7,Milieu,Synthétique,10.031064711168268,47.65325110198949,1
1724,90.89,10.1,33,1,5.2,Défenseur,Naturel,10.051059276151522,60.9748535561972,1
1203,81.94,8.9,28,0,5.0,Milieu,Naturel,22.52008295083755,59.45859183296204,0
2614,84.02,10.2,24,0,8.9,Milieu,Naturel,10.38936849623776,41.69005683624601,1
1243,63.48,11.1,24,0,6.8,Gardien,Naturel,33.213959234454535,84.30131076821715,1
2602,84.45,10.0,26,0,5.6,Défenseur,Naturel,19.42341156165097,67.3294964961757,1
1264,78.83,11.5,20,0,8.3,Milieu,Naturel,32.80132425113304,80.17657199249305,1
1271,83.85,9.4,27,1,5.9,Milieu,Naturel,33.22865358606562,31.728570599721003,1
1909,89.08,12.7,27,0,7.4,Défenseur,Naturel,17.249120115015362,53.34740167451983,0
2647,100.0,13.0,18,0,8.2,Attaquant,Naturel,15.780570241045593,48.41918203640947,1
1335,90.97,8.7,18,1,5.8,Milieu,Naturel,19.40652252592332,84.26793235118404,1
1315,85.94,9.4,26,0,9.2,Milieu,Mauvais,17.928438219492502,51.35099768488413,0
2978,98.33,5.9,30,1,4.2,Gardien,Naturel,21.722438404118165,37.322432425195416,1
2439,93.38,10.9,28,0,6.8,Défenseur,Mauvais,10.282600530867358,56.55191929524976,1
2579,74.81,6.3,24,1,6.9,Attaquant,Naturel,10.389871341793851,38.8126254607959,1
957,76.18,11.1,27,1,7.7,Attaquant,Naturel,17.48192243615054,47.8846925338573,1
1080,93.57,9.1,23,0,5.5,Milieu,Naturel,18.61034780920125,66.28145712369044,1
2444,89.29,10.1,26,0,6.8,Milieu,Naturel,32.24159733922879,64.56605378062386,1
2643,92.61,12.7,19,1,10.0,Défenseur,Synthétique,32.95632282307008,46.86710384826452,1
1148,79.73,10.4,18,0,6.0,Milieu,Synthétique,14.795859611403106,53.18743593564129,1
1649,100.0,9.2,24,0,5.5,Milieu,Naturel,21.79139784591816,79.40946730564147,1
3000,94.11,13.5,19,0,5.4,Défenseur,Synthétique,23.136039116697987,57.77751419964373,0
2232,89.97,11.1,18,1,5.0,Milieu,Naturel,29.522987604570087,77.64053434471924,1
1493,90.54,7.0,26,0,7.6,Gardien,Naturel,23.83029634429652,61.334802819200796,0
2346,95.12,12.3,30,1,4.9,Défenseur,Naturel,20.190492706616386,48.671267353580255,1
1667,99.69,9.4,26,0,8.1,Milieu,Naturel,31.807543186876007,50.30472137473283,1
1481,93.21,9.3,25,0,8.0,Défenseur,Synthétique,14.945407859528212,40.311192874175006,1
2674,94.72,12.9,29,0,7.4,Défenseur,Naturel,33.69773024947929,31.34758748395505,0
2126,82.2,12.1,18,1,6.2,Défenseur,Synthétique,29.73642691308579,37.88995435119324,1
1614,84.21,8.8,22,0,6.5,Milieu,Synthétique,12.832428325796801,89.72722099479645,1
1697,98.41,11.0,23,1,6.4,Défenseur,Mauvais,32.74910278070369,37.71808052298166,1
2391,78.79,9.0,21,0,3.9,Milieu,Naturel,14.122401491125931,35.886349356791214,0
1653,89.53,9.8,22,0,7.1,Milieu,Naturel,30.444008060727604,55.56611586347964,0
2993,100.0,10.4,23,0,7.6,Attaquant,Naturel,23.53972335554774,83.6842174375124,1
2514,95.15,8.4,22,1,7.7,Gardien,Naturel,27.116565652977616,31.34111647453443,1
1585,91.13,7.6,18,1,6.9,Défenseur,Synthétique,24.901912561474944,85.85402681153093,1
1798,79.49,12.9,30,0,7.0,Défenseur,Synthétique,27.502675509076507,32.45529873131638,0
1523,100.0,9.5,29,1,6.5,Défenseur,Synthétique,33.741773287035116,68.33863827373233,1
1706,86.31,11.9,26,1,8.2,Défenseur,Naturel,19.136613004288193,33.011472125355205,1
1412,83.38,9.0,24,0,10.0,Défenseur,Naturel,30.979851885438467,64.24502069434612,0
1785,93.78,11.8,19,0,7.7,Milieu,Naturel,13.036500487460456,44.9925355404823,0
1452,100.0,8.2,33,1,8.2,Milieu,Naturel,11.520758413726375,79.50725342026527,1
1545,74.86,7.8,27,0,9.9,Défenseur,Naturel,26.185562688380102,43.462390455222234,1
2805,90.66,12.6,22,0,4.5,Milieu,Synthétique,34.06776891250982,69.89587590421903,1
2814,77.0,10.1,19,0,5.3,Milieu,Naturel,31.79331918415201,78.92956176055355,0
1308,75.9,8.1,24,0,6.2,Défenseur,Naturel,22.149013351011597,42.59346336942366,1
1150,76.35,13.6,23,0,7.2,Milieu,Naturel,14.687115264334203,54.513411406617486,0
2636,66.55,7.3,24,0,7.6,Défenseur,Naturel,11.597952681380674,33.01074721678302,0
2294,93.65,9.6,26,1,8.2,Défenseur,Naturel,10.04651284824594,33.274134178466355,1
1604,80.23,10.0,28,1,5.4,Milieu,Synthétique,23.01712709370632,79.22830929633426,1
1799,74.06,11.5,18,0,8.2,Défenseur,Naturel,32.65593335172877,75.15298556380324,0
1631,100.0,10.0,25,1,4.8,Défenseur,Mauvais,17.031977172318143,56.31571136251995,1
1866,92.67,11.5,22,0,6.4,Défenseur,Naturel,12.02653061767671,88.84778375484343,0
2567,93.82,10.1,22,0,5.6,Milieu,Naturel,13.380337360837746,76.8709734186916,0
1301,70.89,10.2,27,0,8.0,Milieu,Mauvais,15.023481496628293,35.27909329375757,0
1558,81.65,12.2,19,1,7.0,Défenseur,Naturel,34.77314432289398,85.71928566981815,1
1005,84.21,9.2,22,0,6.7,Attaquant,Naturel,25.044482932146458,40.81094687188587,0
1119,71.47,8.1,21,0,7.3,Milieu,Naturel,29.403977703296228,37.749387792753566,1
1255,89.55,8.5,27,0,5.7,Défenseur,Naturel,28.458376876084937,80.7850897470059,1
1282,84.35,8.9,29,0,7.6,Attaquant,Synthétique,21.139594041267586,79.12213209589383,1
1835,86.14,6.0,22,0,3.4,Défenseur,Naturel,12.359142533405572,33.234650938178135,1
2750,75.79,11.0,26,0,9.3,Gardien,Naturel,23.51976285943978,86.90446958506539,1
1648,68.18,10.1,21,0,8.6,Milieu,Naturel,21.90632913656352,35.97859692864681,0
1581,83.78,8.5,23,1,5.3,Défenseur,Naturel,31.256886995826186,77.12989901986322,0
2905,100.0,15.1,20,0,2.9,Défenseur,Naturel,18.117541190286445,31.900471282942476,0
2992,96.02,12.1,29,0,7.9,Défenseur,Naturel,11.769149068522827,58.437358302646274,0
1560,78.67,8.7,24,0,6.7,Gardien,Naturel,34.32046055062366,77.75182261198842,1
1454,89.05,12.1,19,1,6.5,Défenseur,Naturel,10.842244145422391,65.7371469973997,0
1073,64.89,9.6,29,0,4.9,Défenseur,Synthétique,27.394136294026378,86.47800335176802,0
1554,95.16,10.3,24,1,7.2,Attaquant,Naturel,26.678280972594823,81.03992587969985,1
2740,91.01,7.9,25,0,8.4,Milieu,Naturel,29.4309720956377,87.04174973849965,1
2853,100.0,11.3,19,1,7.0,Milieu,Synthétique,25.093210443667775,69.95516283441262,1
2812,100.0,8.9,26,0,8.0,Défenseur,Naturel,17.48755795637863,61.384917093712225,0
2141,83.47,10.5,28,0,6.9,Attaquant,Naturel,33.68683847534531,52.48532097481706,1
1357,61.03,12.1,21,1,6.6,Milieu,Synthétique,13.320381784824082,36.598181622813605,1
1465,67.81,9.1,18,1,5.3,Attaquant,Synthétique,18.223371466418385,45.83150558547625,1
1412,82.04,10.7,18,1,5.3,Milieu,Mauvais,22.957874311588995,58.43736238186435,1
1709,75.98,13.4,19,0,8.6,Attaquant,Naturel,14.107093723352195,72.2814704857247,0
1429,80.42,9.0,29,0,8.3,Milieu,Naturel,20.2046876948318,46.44806925136711,0
